date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:27:57	2420/2420	---M--	200	added ('OK')	image/png	etag:%22{0CD3AAC1-B631-42F9-A0AA-871E39194CBB},4%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/flags/604.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/flags/604.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:27:59	5203/5203	---M--	200	added ('OK')	image/png	etag:%22{76F8599E-8EF4-4C40-AE5A-EF9514E2D605},4%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/flags/420.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/flags/420.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:00	2758/2758	---M--	200	added ('OK')	image/png	etag:%22{A5A2EF90-9E02-4F44-80D6-EDC98EFD42C8},10%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/flags/634.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/flags/634.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:02	4500/4500	---M--	200	added ('OK')	image/png	etag:%22{C85D4772-B6A7-43DE-88D7-F03C93FD6FA9},4%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/flags/659.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/flags/659.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:03	1512/1512	---M--	200	added ('OK')	image/png	etag:%22{252AB141-C749-4866-81ED-7ED575C811B3},2%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/header/hearing.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/header/hearing.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:09	1069/1069	---M--	200	added ('OK')	image/png	etag:%22{75FC377E-266D-4CA2-907B-FC4AB96CA752},2%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/header/locator.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/header/locator.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:09	31342/31342	---M--	200	added ('OK')	image/png	etag:%22{AF064CD5-C892-444A-8B85-8A902B2F6419},5%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/logos/zainSilverLogo.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/logos/zainSilverLogo.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:09	36918/36918	---M--	200	added ('OK')	image/png	etag:%22{84E32A86-91B9-489E-BC0B-C1E18C25497D},1%22	https://www.jo.zain.com/english/PublishingImages/MegaMenuAds/iWatch.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/english/PublishingImages/MegaMenuAds/iWatch.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:10	252030/252030	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:08%20GMT	https://www.jo.zain.com/arabic/Pages/GoSubscriptions.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/GoSubscriptions.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:10	140448/140448	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:08%20GMT	https://www.jo.zain.com/arabic/Pages/Subscriptions.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/Subscriptions.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:11	3666420/3666420	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:02%20GMT	https://www.jo.zain.com/arabic/pages/FindUs.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/pages/FindUs.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:12	128823/128823	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:09%20GMT	https://www.jo.zain.com/arabic/Pages/visitors.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/visitors.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:12	123709/123709	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:10%20GMT	https://www.jo.zain.com/arabic/Pages/NonSubscriptions.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/NonSubscriptions.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:13	160911/160911	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:11%20GMT	https://www.jo.zain.com/arabic/Pages/RoamingAndInternational.aspx?p=Roaming	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/RoamingAndInternational336f.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:13	156586/156586	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:11%20GMT	https://www.jo.zain.com/arabic/Pages/RoamingAndInternational.aspx?p=InternationalServices	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/RoamingAndInternationalb75b.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:14	327744/327744	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:12%20GMT	https://www.jo.zain.com/arabic/Pages/RoamingAndInternational.aspx?p=VisitingJordan	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/RoamingAndInternational4783.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:14	227166/227166	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:12%20GMT	https://www.jo.zain.com/arabic/Pages/EntertainmentAndApp.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/EntertainmentAndApp.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:15	132787/132787	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:13%20GMT	https://www.jo.zain.com/arabic/Pages/eSIM.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/eSIM.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:15	122892/122892	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:13%20GMT	https://www.jo.zain.com/arabic/Pages/Voice%20services.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/Voice%20services.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:16	119054/119054	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:13%20GMT	https://www.jo.zain.com/arabic/Pages/InternetBundles.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/InternetBundles.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:16	130381/130381	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:14%20GMT	https://www.jo.zain.com/arabic/Pages/Service%20Codes.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/Service%20Codes.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:16	68367/68367	---M--	200	added ('OK')	image/png	etag:%22{5CFADCC2-1A92-4A49-A96C-E0884806F352},1%22	https://www.jo.zain.com/arabic/PublishingImages/Mobile.png.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/PublishingImages/Mobile.png.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:17	411984/411984	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:14%20GMT	https://www.jo.zain.com/arabic/Pages/ZainInternet.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/ZainInternet.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:17	134189/134189	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:15%20GMT	https://www.jo.zain.com/arabic/Pages/FixedLTE.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/FixedLTE.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:18	225109/225109	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:16%20GMT	https://www.jo.zain.com/arabic/Pages/InternetPrepaid4G.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/InternetPrepaid4G.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:18	126714/126714	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:16%20GMT	https://www.jo.zain.com/arabic/Pages/BroadbandServices.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/BroadbandServices.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:19	121814/121814	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:17%20GMT	https://www.jo.zain.com/arabic/Pages/SmartSecuritySystem.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/SmartSecuritySystem.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:20	219731/219731	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:18%20GMT	https://www.jo.zain.com/arabic/Pages/NvidiaGeForceNow.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/NvidiaGeForceNow.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:20	411984/411984	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:17%20GMT	https://www.jo.zain.com/arabic/pages/ZainInternet.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/pages/ZainInternet-2.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:20	59305/59305	---M--	200	added ('OK')	image/png	etag:%22{289B0600-19B4-4774-A76F-F1D0D1F61456},2%22	https://www.jo.zain.com/english/PublishingImages/MegaMenuAds/Routers.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/english/PublishingImages/MegaMenuAds/Routers.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:22	1072/1072	---M--	200	added ('OK')	image/png	etag:%22{27031648-218B-4CA5-B7EA-0C5CB873218C},4%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/header/login.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/header/login.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:24	929/929	---M--	200	added ('OK')	image/png	etag:%22{D9ADBF37-B30F-459B-9EBD-CDC549285053},4%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/header/Search.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/header/Search.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:27	1511/1511	---M--	200	added ('OK')	image/png	etag:%22{7BB3A5EC-56EE-4528-AE12-4F21F7E9009E},2%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/header/menu-black-icons/locator.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/header/menu-black-icons/locator.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:30	8305/8305	---M--	200	added ('OK')	image/png	etag:%22{F0D289C0-1466-42D1-A5D0-88C0143A47A3},4%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/your-opinion-ar.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/your-opinion-ar.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:32	6885/6885	---M--	200	added ('OK')	image/png	etag:%22{348F6A5B-B6DA-4033-A5DD-BC3F8647EC0D},2%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/your-opinion-ar-m.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/your-opinion-ar-m.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:36	725608/725608	---M--	200	added ('OK')	image/jpeg	etag:%22{7A65EDE6-330B-4654-BE63-7BEAB5EEB552},2%22	https://www.jo.zain.com/arabic/HomePageSlider/Rum%20A.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSlider/Rum%20A.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:37	192776/192776	---M--	200	added ('OK')	image/jpeg	etag:%22{03C489FD-60B2-40F6-BD2E-53D3B91AC31D},2%22	https://www.jo.zain.com/arabic/HomePageSlider/5GA.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSlider/5GA.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:37	229162/229162	---M--	200	added ('OK')	image/jpeg	etag:%22{8C60338A-9FAD-4F29-828B-CD5806EF2DB6},2%22	https://www.jo.zain.com/arabic/HomePageSlider/TECNO%20_wesbsite%20-%201400x620%20-%20AR.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSlider/TECNO%20_wesbsite%20-%201400x620%20-%20AR.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:38	161164/161164	---M--	200	added ('OK')	image/jpeg	etag:%22{2206C4E9-F9D6-4D4E-BBA8-E8C133A41648},2%22	https://www.jo.zain.com/arabic/HomePageSlider/XA.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSlider/XA.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:38	118986/118986	---M--	200	added ('OK')	image/jpeg	etag:%22{0DFFEDB1-D097-47A3-AF27-1E64ED1CD3EB},2%22	https://www.jo.zain.com/arabic/HomePageSlider/FTTH-Web-1400x620.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSlider/FTTH-Web-1400x620.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:40	412240/412240	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:37%20GMT	https://www.jo.zain.com/arabic/pages/zaininternet.aspx?utm_source=ZainPortal&utm_medium=Banner&utm_campaign=MBB-FTTH-discount+	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/pages/zaininternet2e41.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:42	248834/248834	---M--	200	added ('OK')	image/jpeg	etag:%22{15016143-EBA4-4A99-A7E5-E2078615B8E0},2%22	https://www.jo.zain.com/arabic/HomePageSliderMobile/Rum%20AM.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSliderMobile/Rum%20AM.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:43	76742/76742	---M--	200	added ('OK')	image/jpeg	etag:%22{8A6B5A94-628E-4BAC-BFFB-6CA66330C693},2%22	https://www.jo.zain.com/arabic/HomePageSliderMobile/5GAM.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSliderMobile/5GAM.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:43	121989/121989	---M--	200	added ('OK')	image/jpeg	etag:%22{F6E3D772-B23F-4B08-AAC6-41264A2C6AED},2%22	https://www.jo.zain.com/arabic/HomePageSliderMobile/TECNO%20_wesbsite%20-%20406x480%20-%20AR.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSliderMobile/TECNO%20_wesbsite%20-%20406x480%20-%20AR.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:44	73112/73112	---M--	200	added ('OK')	image/jpeg	etag:%22{B37ECD8C-37F9-44B3-A620-8E65EBEBC625},2%22	https://www.jo.zain.com/arabic/HomePageSliderMobile/XAM.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSliderMobile/XAM.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:45	39898/39898	---M--	200	added ('OK')	image/jpeg	etag:%22{2E90BCB0-EDB5-461A-92F0-106AF6BC4694},2%22	https://www.jo.zain.com/arabic/HomePageSliderMobile/FTTH-Web-406x480.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSliderMobile/FTTH-Web-406x480.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:46	1286032/1286032	---M--	200	added ('OK')	image/jpeg	etag:%22{DA99E5F8-7ACF-433D-814A-D68785C3B0D3},2%22	https://www.jo.zain.com/arabic/HomePageSliderMobile/Website%20406x480%20AR@4x-100.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSliderMobile/Website%20406x480%20AR@4x-100.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:47	3685073/3685073	---M--	200	added ('OK')	image/jpeg	etag:%22{F9FA1A6D-E905-42EF-AA45-F13F0A2D50AB},2%22	https://www.jo.zain.com/arabic/HomePageSlider/Website%201400x620%20AR@4x-100.jpg	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/HomePageSlider/Website%201400x620%20AR@4x-100.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:48	5199/5199	---M--	200	added ('OK')	image/png	etag:%22{EC6AD619-7F2F-451F-9ED2-88C657DBBA88},4%22	https://www.jo.zain.com/Style%20Library/en-us/Images/assets/images/noun_cart.png	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/Style%20Library/en-us/Images/assets/images/noun_cart.png	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:48	212320/212320	---M--	200	added ('OK')	image/jpeg	etag:%22bac7ee5db45d91:0%22	https://cdn-eshop.jo.zain.com/images/thumbs/0009686_samsung-galaxy-m53-5g.jpeg	C:/My%20Web%20Sites/zain%20jordan/cdn-eshop.jo.zain.com/images/thumbs/0009686_samsung-galaxy-m53-5g.jpg	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:49	147/147	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20May%202023%2010:28:46%20GMT	https://www.jo.zain.com/arabic/Pages/PostpaidGoPackages.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/PostpaidGoPackages.5b.delayed	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:50	181/181	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20May%202023%2010:28:47%20GMT	https://www.jo.zain.com/arabic/Pages/Roaming.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/Roaming.5c.delayed	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:51	227103/227103	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:49%20GMT	https://www.jo.zain.com/arabic/Pages/ZainLife.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/ZainLife.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:51	137300/137300	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:49%20GMT	https://www.jo.zain.com/arabic/Pages/about-us.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/about-us.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:52	265803/265803	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:50%20GMT	https://www.jo.zain.com/arabic/Pages/PressRelease.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/PressRelease.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
13:28:52	122930/122930	---M--	200	added ('OK')	text/html	date:Sat,%2027%20May%202023%2010:28:50%20GMT	https://www.jo.zain.com/arabic/Pages/corporate-sustainability.aspx	C:/My%20Web%20Sites/zain%20jordan/www.jo.zain.com/arabic/Pages/corporate-sustainability.html	(from https://www.jo.zain.com/arabic/pages/default.aspx)
